loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),label(N)
2023-02-19T21:11:28.219Z,1,2066843.648,0.69468689,-0.248779297,-0.621612549,2066843.646,0.044502221,-0.08140298,-0.177850962,2066843.619,191.0616608,113.1463013,-480.2446594,3
2023-02-19T21:11:28.227Z,2,2066843.668,0.656219482,-0.295471191,-0.630874634,2066843.666,0.072093636,-0.155920625,-0.191086873,2066843.639,190.898407,113.2714386,-480.222229,3
2023-02-19T21:11:28.247Z,3,2066843.688,0.668685913,-0.291870117,-0.658157349,2066843.686,0.072588451,-0.18779546,-0.244468331,2066843.659,191.0544586,113.4646606,-480.2865601,3
2023-02-19T21:11:28.266Z,4,2066843.708,0.676864624,-0.307128906,-0.662826538,2066843.706,0.071311727,-0.231006846,-0.263231099,2066843.678,190.8173065,113.5171661,-480.506012,3
2023-02-19T21:11:28.287Z,5,2066843.728,0.68081665,-0.325027466,-0.674194336,2066843.726,0.039185751,-0.244078979,-0.25167352,2066843.718,190.4779968,113.7562408,-480.8663025,3
2023-02-19T21:11:28.307Z,6,2066843.748,0.660354614,-0.323013306,-0.654449463,2066843.746,0.046324622,-0.182681397,-0.21991612,2066843.738,190.4542236,113.8367615,-481.0323486,3
2023-02-19T21:11:28.327Z,7,2066843.768,0.640075684,-0.325561523,-0.640380859,2066843.766,0.06115843,-0.119406819,-0.183223084,2066843.757,190.4403381,114.0526276,-480.9937439,3
2023-02-19T21:11:28.347Z,8,2066843.788,0.658462524,-0.323410034,-0.644897461,2066843.786,0.06593854,-0.064585648,-0.18365638,2066843.777,190.1037445,114.1129913,-481.1626282,3
2023-02-19T21:11:28.367Z,9,2066843.808,0.681991577,-0.317764282,-0.668151855,2066843.806,0.068759091,-0.063461527,-0.185506478,2066843.797,190.2326508,114.1082458,-481.0756226,3
2023-02-19T21:11:28.387Z,10,2066843.828,0.705307007,-0.314926147,-0.692123413,2066843.826,0.066076487,-0.153918192,-0.179334074,2066843.816,189.8507233,114.0792999,-481.2119751,3
2023-02-19T21:11:28.407Z,11,2066843.848,0.697982788,-0.310256958,-0.676605225,2066843.846,0.083905287,-0.211592406,-0.1719217,2066843.836,189.918869,114.3784943,-481.297699,3
2023-02-19T21:11:28.427Z,12,2066843.868,0.664428711,-0.317642212,-0.657623291,2066843.866,0.096546248,-0.146187574,-0.159521222,2066843.856,189.7971344,114.3226624,-481.6204224,3
2023-02-19T21:11:28.447Z,13,2066843.888,0.664016724,-0.317001343,-0.675003052,2066843.886,0.100901581,-0.091081172,-0.14472869,2066843.875,189.4995422,114.365509,-481.5361328,3
2023-02-19T21:11:28.467Z,14,2066843.908,0.68170166,-0.305999756,-0.68536377,2066843.906,0.112576343,-0.068520203,-0.127854362,2066843.895,189.8350525,114.5091705,-481.6552429,3
2023-02-19T21:11:28.487Z,15,2066843.928,0.685791016,-0.300231934,-0.680007935,2066843.926,0.130303144,-0.074911788,-0.113020293,2066843.915,189.6784668,114.363327,-481.5794983,3
2023-02-19T21:11:28.507Z,16,2066843.948,0.672714233,-0.305999756,-0.673706055,2066843.946,0.140037268,-0.065225877,-0.107769608,2066843.935,189.7328491,114.561203,-481.7598877,3
2023-02-19T21:11:28.527Z,17,2066843.968,0.67956543,-0.307678223,-0.676925659,2066843.966,0.155463353,-0.060689978,-0.098837361,2066843.954,189.4658966,114.384491,-482.0719604,3
2023-02-19T21:11:28.547Z,18,2066843.988,0.679336548,-0.309860229,-0.675079346,2066843.986,0.168878496,-0.05684118,-0.114476509,2066843.974,189.3971252,114.7734375,-482.0865173,3
2023-02-19T21:11:28.567Z,19,2066844.008,0.670349121,-0.316421509,-0.661239624,2066844.006,0.17871888,-0.023893615,-0.110627979,2066843.994,189.455658,114.3592072,-481.9611816,3
2023-02-19T21:11:28.587Z,20,2066844.028,0.671340942,-0.319244385,-0.649414063,2066844.026,0.174179256,0.0133704,-0.104630269,2066844.013,189.486908,114.2763824,-481.9955444,3
2023-02-19T21:11:28.607Z,21,2066844.048,0.680938721,-0.328414917,-0.651168823,2066844.046,0.162721008,-0.003368632,-0.083738305,2066844.033,189.258255,114.4091187,-482.0692444,3
2023-02-19T21:11:28.627Z,22,2066844.068,0.69052124,-0.331634521,-0.662582397,2066844.066,0.143619746,-0.063726246,-0.050127883,2066844.053,189.4523468,114.2691498,-481.8592529,3
2023-02-19T21:11:28.647Z,23,2066844.088,0.680221558,-0.321990967,-0.651489258,2066844.086,0.13526994,-0.084123135,-0.039780702,2066844.073,189.1453094,114.2626953,-482.0478516,3
2023-02-19T21:11:28.667Z,24,2066844.108,0.667724609,-0.323196411,-0.640472412,2066844.106,0.123470806,-0.0710297,-0.011586881,2066844.092,189.2198029,114.1598358,-482.0526123,3
2023-02-19T21:11:28.687Z,25,2066844.128,0.663803101,-0.322311401,-0.648544312,2066844.126,0.105813518,-0.068219803,-0.001279649,2066844.112,189.4153595,114.246582,-482.2559204,3
2023-02-19T21:11:28.707Z,26,2066844.148,0.659790039,-0.323654175,-0.639160156,2066844.146,0.094931841,-0.007347129,-0.013571735,2066844.132,189.0018311,114.2094727,-482.2444153,3
2023-02-19T21:11:28.727Z,27,2066844.168,0.653152466,-0.327590942,-0.634628296,2066844.166,0.082511917,0.009380719,-0.012368785,2066844.151,189.2150116,114.1371765,-482.2323608,3
2023-02-19T21:11:28.747Z,28,2066844.188,0.660003662,-0.327438354,-0.633331299,2066844.186,0.066525497,0.013196762,-0.01139327,2066844.171,189.0936432,113.8854218,-482.2548218,3
2023-02-19T21:11:28.767Z,29,2066844.208,0.670974731,-0.327606201,-0.637420654,2066844.206,0.054011036,0.024413731,-0.025951173,2066844.191,189.0227203,113.9455261,-482.145752,3
2023-02-19T21:11:28.787Z,30,2066844.228,0.679641724,-0.333175659,-0.641098022,2066844.226,0.03151425,0.026762372,-0.03760064,2066844.21,188.8303528,113.6695099,-482.086853,3
2023-02-19T21:11:28.807Z,31,2066844.248,0.685379028,-0.33366394,-0.633636475,2066844.246,0.026656112,0.01321141,-0.04089044,2066844.23,189.0037842,113.8205872,-482.2929688,3
2023-02-19T21:11:28.827Z,32,2066844.268,0.681045532,-0.337219238,-0.630142212,2066844.266,0.02306404,0.022861639,-0.031559523,2066844.25,189.0788727,114.0399017,-482.2946167,3
2023-02-19T21:11:28.847Z,33,2066844.288,0.699279785,-0.335037231,-0.634887695,2066844.286,0.026575685,0.025753833,-0.023443807,2066844.27,188.9946899,113.8885193,-482.2073975,3
2023-02-19T21:11:28.867Z,34,2066844.308,0.703582764,-0.328979492,-0.624908447,2066844.306,0.036892772,0.042788744,-0.02044056,2066844.289,189.3770905,113.8446503,-482.1322632,3
2023-02-19T21:11:28.887Z,35,2066844.328,0.682174683,-0.332672119,-0.612442017,2066844.326,0.030513966,0.090517916,0.000317449,2066844.309,188.9711304,113.8768768,-482.1073608,3
2023-02-19T21:11:28.907Z,36,2066844.348,0.67755127,-0.342803955,-0.627975464,2066844.346,0.009667541,0.123498239,0.036152679,2066844.329,189.3722534,113.6439056,-482.1601563,3
2023-02-19T21:11:28.927Z,37,2066844.368,0.694717407,-0.340621948,-0.65663147,2066844.366,-0.017278856,0.06788744,0.06823951,2066844.348,189.2279968,113.8496399,-482.0516357,3
2023-02-19T21:11:28.947Z,38,2066844.388,0.686309814,-0.339889526,-0.645278931,2066844.386,-0.041181792,0.018314825,0.088079788,2066844.368,189.3141327,113.7688751,-482.0751953,3
2023-02-19T21:11:28.967Z,39,2066844.408,0.653961182,-0.3384552,-0.635742188,2066844.406,-0.053397179,0.041554369,0.093758181,2066844.388,189.2817841,113.5885162,-482.1529541,3
2023-02-19T21:11:28.987Z,40,2066844.428,0.643997192,-0.340744019,-0.648849487,2066844.426,-0.061664961,0.083546825,0.085028075,2066844.407,189.2588654,113.5105438,-481.8969116,3
2023-02-19T21:11:29.007Z,41,2066844.448,0.665374756,-0.333450317,-0.677505493,2066844.446,-0.056545034,0.042454783,0.06809596,2066844.427,189.5860291,113.359787,-481.7964478,3
2023-02-19T21:11:29.027Z,42,2066844.468,0.669281006,-0.332733154,-0.677230835,2066844.466,-0.0329955,-0.030356575,0.056376722,2066844.447,189.4242706,113.4285889,-481.9028931,3
2023-02-19T21:11:29.047Z,43,2066844.488,0.664047241,-0.330886841,-0.663162231,2066844.486,-0.001568602,-0.063798688,0.032618131,2066844.467,189.2986298,113.3793488,-481.8093567,3
2023-02-19T21:11:29.067Z,44,2066844.508,0.649581909,-0.340621948,-0.651153564,2066844.506,0.033566482,0.003593936,0.010808439,2066844.486,189.5473328,113.3499756,-481.8916016,3
2023-02-19T21:11:29.087Z,45,2066844.528,0.669509888,-0.336853027,-0.653427124,2066844.526,0.070400134,0.052110605,-0.011000187,2066844.506,189.4438324,113.3364105,-482.1029053,3
2023-02-19T21:11:29.107Z,46,2066844.548,0.680007935,-0.344985962,-0.640548706,2066844.546,0.093605049,0.076342978,-0.028633242,2066844.526,189.2539978,113.4091187,-481.7827148,3
2023-02-19T21:11:29.127Z,47,2066844.568,0.687194824,-0.349380493,-0.639587402,2066844.566,0.089692332,0.051519915,-0.006321279,2066844.545,189.3344727,113.21138,-481.8575439,3
2023-02-19T21:11:29.147Z,48,2066844.588,0.699783325,-0.343093872,-0.647598267,2066844.586,0.067266122,-0.004787298,0.027608458,2066844.565,189.4862823,113.2020111,-481.7121277,3
2023-02-19T21:11:29.167Z,49,2066844.608,0.698471069,-0.338287354,-0.643066406,2066844.606,0.045924082,-0.057428405,0.069725551,2066844.585,189.4550476,113.4169769,-481.6177368,3
2023-02-19T21:11:29.187Z,50,2066844.628,0.668518066,-0.33996582,-0.613586426,2066844.626,0.038704786,-0.038091727,0.092042044,2066844.604,189.3308411,112.9150085,-481.6546021,3
2023-02-19T21:11:29.207Z,51,2066844.648,0.649215698,-0.356643677,-0.601516724,2066844.646,0.026493926,0.036220856,0.095083907,2066844.624,189.434845,113.0411224,-481.7232971,3
2023-02-19T21:11:29.227Z,52,2066844.668,0.653274536,-0.365631104,-0.619537354,2066844.666,0.010334663,0.0647007,0.082058914,2066844.644,189.6925812,112.8784637,-481.7819214,3
2023-02-19T21:11:29.247Z,53,2066844.688,0.669662476,-0.360702515,-0.639633179,2066844.687,-0.005643238,0.006187322,0.071624652,2066844.664,189.5154877,112.7815094,-481.8276978,3
2023-02-19T21:11:29.267Z,54,2066844.709,0.676651001,-0.350860596,-0.641494751,2066844.706,-0.018236527,-0.059155464,0.062977634,2066844.683,189.6609344,112.8235931,-481.6887817,3
2023-02-19T21:11:29.287Z,55,2066844.728,0.663101196,-0.347381592,-0.63659668,2066844.727,-0.023846477,-0.068797708,0.047793355,2066844.703,189.5409393,112.8036804,-481.8198242,3
2023-02-19T21:11:29.307Z,56,2066844.749,0.646148682,-0.34324646,-0.62260437,2066844.746,-0.011282482,-0.005858688,0.034847729,2066844.723,189.4628143,112.9582214,-481.6335449,3
2023-02-19T21:11:29.327Z,57,2066844.769,0.654663086,-0.342514038,-0.612533569,2066844.767,0.004287157,0.053509299,0.022886673,2066844.742,189.3628235,112.6536713,-481.9757996,3
2023-02-19T21:11:29.347Z,58,2066844.789,0.675964355,-0.346878052,-0.614532471,2066844.787,0.007491739,0.040623061,0.009461412,2066844.762,189.3122559,112.7287445,-481.715332,3
2023-02-19T21:11:29.367Z,59,2066844.809,0.681137085,-0.350952148,-0.62399292,2066844.807,-0.012969861,0.011526694,0.004999286,2066844.782,189.4169922,112.7344666,-481.822937,3
2023-02-19T21:11:29.387Z,60,2066844.829,0.666549683,-0.357528687,-0.623397827,2066844.827,-0.038739938,0.02589578,0.002240784,2066844.801,189.5027466,112.5701904,-481.8666992,3
2023-02-19T21:11:29.407Z,61,2066844.849,0.666381836,-0.360671997,-0.626068115,2066844.847,-0.064754225,0.014267086,0.021225393,2066844.821,189.6920319,112.8007965,-481.825531,3
2023-02-19T21:11:29.427Z,62,2066844.869,0.668197632,-0.363418579,-0.633453369,2066844.867,-0.078649804,-0.018953186,0.050412573,2066844.841,189.6222076,112.6265411,-482.0302124,3
2023-02-19T21:11:29.447Z,63,2066844.889,0.669784546,-0.35546875,-0.640319824,2066844.887,-0.076032452,-0.052783586,0.056010272,2066844.861,189.6983185,112.5442047,-481.8706665,3
2023-02-19T21:11:29.467Z,64,2066844.909,0.660873413,-0.34487915,-0.633178711,2066844.907,-0.053004362,-0.033473004,0.042902194,2066844.88,189.613205,112.6178894,-481.5158081,3
2023-02-19T21:11:29.487Z,65,2066844.929,0.657272339,-0.343399048,-0.625228882,2066844.927,-0.035126828,0.004250938,0.021113275,2066844.9,189.7831116,112.8353577,-481.8182068,3
2023-02-19T21:11:29.507Z,66,2066844.949,0.658248901,-0.347503662,-0.631652832,2066844.947,-0.018886872,0.030841535,-0.002686331,2066844.92,189.4541321,112.5483246,-481.8150635,3
2023-02-19T21:11:29.527Z,67,2066844.969,0.664245605,-0.356430054,-0.63911438,2066844.967,-0.023087742,0.034851722,-0.013594372,2066844.939,189.467392,112.6189575,-481.827301,3
2023-02-19T21:11:29.547Z,68,2066844.989,0.666809082,-0.362533569,-0.642822266,2066844.987,-0.034479149,0.004915929,-0.015263109,2066844.959,189.8037262,112.59021,-481.8767395,3
2023-02-19T21:11:29.567Z,69,2066845.009,0.670227051,-0.366027832,-0.641616821,2066845.007,-0.049046107,-0.022211296,-0.002356898,2066844.999,189.7177734,112.7892761,-481.7302856,3
2023-02-19T21:11:29.587Z,70,2066845.029,0.675033569,-0.362747192,-0.645782471,2066845.027,-0.055841427,-0.042667836,-0.005485313,2066845.018,189.7021179,112.4108429,-481.9596863,3
2023-02-19T21:11:29.607Z,71,2066845.049,0.666137695,-0.355194092,-0.628051758,2066845.047,-0.044452418,-0.011028416,-0.006729009,2066845.038,189.502182,112.4596558,-481.6200562,3
2023-02-19T21:11:29.627Z,72,2066845.069,0.663986206,-0.345077515,-0.615585327,2066845.067,-0.024935709,0.034204043,-0.015841281,2066845.058,189.6580048,112.4114532,-481.8989258,3
2023-02-19T21:11:29.647Z,73,2066845.089,0.677658081,-0.345825195,-0.619293213,2066845.087,-0.015494538,0.048483647,-0.01347666,2066845.077,189.7201538,112.559494,-481.8414001,3
2023-02-19T21:11:29.667Z,74,2066845.109,0.695907593,-0.341339111,-0.617950439,2066845.107,-0.018138791,0.038816903,-0.029106753,2066845.097,189.7823029,112.734726,-481.8625488,3
2023-02-19T21:11:29.687Z,75,2066845.129,0.683670044,-0.346420288,-0.61756897,2066845.127,-0.038376417,0.030447122,-0.036053874,2066845.117,189.753006,112.6880646,-481.6243286,3
2023-02-19T21:11:29.707Z,76,2066845.149,0.662841797,-0.353164673,-0.614456177,2066845.147,-0.057100572,0.045602638,-0.021373199,2066845.136,189.8958893,112.7742615,-481.7692261,3
2023-02-19T21:11:29.727Z,77,2066845.169,0.662002563,-0.358001709,-0.627319336,2066845.167,-0.072848111,0.033078857,-0.002402704,2066845.156,189.7730255,112.8602753,-481.7172852,3
2023-02-19T21:11:29.747Z,78,2066845.189,0.672454834,-0.358474731,-0.645324707,2066845.187,-0.084602766,-0.032767799,0.011085674,2066845.176,189.9028931,112.9210663,-481.6344604,3
2023-02-19T21:11:29.767Z,79,2066845.209,0.667617798,-0.353210449,-0.643814087,2066845.207,-0.082181424,-0.066188604,0.019540146,2066845.196,189.7245941,113.0654602,-481.4371948,3
2023-02-19T21:11:29.787Z,80,2066845.229,0.658706665,-0.348342896,-0.629699707,2066845.227,-0.06742245,-0.055077102,0.003436543,2066845.215,189.8113861,112.790329,-481.798584,3
2023-02-19T21:11:29.807Z,81,2066845.249,0.662658691,-0.334716797,-0.627731323,2066845.247,-0.046075881,-0.005810751,-0.025547704,2066845.235,189.8767853,113.0369873,-481.6074829,3
2023-02-19T21:11:29.827Z,82,2066845.269,0.683868408,-0.320251465,-0.634078979,2066845.267,-0.022670692,0.019237077,-0.064171799,2066845.255,189.5947723,112.950119,-481.7619019,3
2023-02-19T21:11:29.848Z,83,2066845.289,0.691329956,-0.320877075,-0.637359619,2066845.287,-0.013350959,0.006897055,-0.081555843,2066845.274,189.7426147,113.1886749,-481.5354004,3
2023-02-19T21:11:29.867Z,84,2066845.309,0.672927856,-0.340286255,-0.628967285,2066845.307,-0.024772724,0.020344153,-0.073702186,2066845.294,189.8798065,113.1502686,-481.6156006,3
2023-02-19T21:11:29.887Z,85,2066845.329,0.668014526,-0.357223511,-0.633911133,2066845.327,-0.037928209,0.029953638,-0.053351905,2066845.314,189.7245331,113.2024994,-481.6352844,3
2023-02-19T21:11:29.907Z,86,2066845.349,0.669189453,-0.365753174,-0.641372681,2066845.347,-0.048284441,0.00932932,-0.034208305,2066845.334,189.7229462,113.3694153,-481.5828247,3
2023-02-19T21:11:29.927Z,87,2066845.369,0.66583252,-0.367263794,-0.649719238,2066845.367,-0.045888394,-0.021205153,-0.023386283,2066845.353,189.6634369,113.1949768,-481.5872803,3
2023-02-19T21:11:29.947Z,88,2066845.389,0.67364502,-0.353591919,-0.656265259,2066845.387,-0.028868932,-0.060478792,-0.022499183,2066845.373,189.7079163,113.2192383,-481.6504517,3
2023-02-19T21:11:29.967Z,89,2066845.409,0.672363281,-0.340957642,-0.647857666,2066845.407,-0.001496164,-0.056919742,-0.043155726,2066845.393,189.6445007,113.3898468,-481.3977051,3
2023-02-19T21:11:29.987Z,90,2066845.429,0.668563843,-0.33821106,-0.641082764,2066845.427,0.016495619,-0.016654611,-0.059125107,2066845.412,189.5761108,113.4163361,-481.7090759,3
2023-02-19T21:11:30.008Z,91,2066845.449,0.687271118,-0.335403442,-0.639266968,2066845.447,0.033774208,0.01670095,-0.069205172,2066845.432,189.6483917,113.3639069,-481.6032715,3
2023-02-19T21:11:30.028Z,92,2066845.469,0.704833984,-0.337890625,-0.639526367,2066845.467,0.037199832,-0.017499898,-0.075725384,2066845.452,189.4658508,113.476181,-481.7000732,3
2023-02-19T21:11:30.048Z,93,2066845.489,0.693969727,-0.341308594,-0.62197876,2066845.487,0.041274201,-0.019717779,-0.071327709,2066845.471,189.7176514,113.1547852,-481.4803467,3
2023-02-19T21:11:30.067Z,94,2066845.509,0.6796875,-0.345428467,-0.611190796,2066845.507,0.041351169,0.03457449,-0.053035256,2066845.491,189.4781036,113.2709198,-481.822113,3
2023-02-19T21:11:30.087Z,95,2066845.529,0.683349609,-0.351669312,-0.627746582,2066845.527,0.012470252,0.018505508,-0.025843848,2066845.511,189.5967102,113.3456116,-481.3840332,3
2023-02-19T21:11:30.107Z,96,2066845.549,0.686599731,-0.351623535,-0.637649536,2066845.547,-0.005258412,-0.023716249,0.000483896,2066845.531,189.7282867,113.4690399,-481.7271729,3
2023-02-19T21:11:30.127Z,97,2066845.569,0.670776367,-0.344741821,-0.628463745,2066845.567,-0.003038667,-0.036075979,-0.001712413,2066845.55,189.4758148,113.5163269,-481.6361084,3
2023-02-19T21:11:30.147Z,98,2066845.589,0.65826416,-0.343719482,-0.624038696,2066845.587,0.006297311,-0.027855866,-0.014022608,2066845.57,189.4362488,113.3906555,-481.6064453,3
2023-02-19T21:11:30.167Z,99,2066845.609,0.661895752,-0.340255737,-0.634857178,2066845.607,0.014361895,-0.026697125,-0.03583869,2066845.59,189.6385651,113.2063751,-481.6825256,3
2023-02-19T21:11:30.187Z,100,2066845.629,0.672622681,-0.329223633,-0.635284424,2066845.627,0.023301594,-0.023225695,-0.071209729,2066845.609,189.645813,113.1987305,-481.5887451,3
2023-02-19T21:11:30.208Z,101,2066845.649,0.668075562,-0.316833496,-0.613586426,2066845.647,0.046888411,0.010838533,-0.120140254,2066845.629,189.487854,113.490097,-481.6032715,3
2023-02-19T21:11:30.228Z,102,2066845.669,0.661743164,-0.312271118,-0.592910767,2066845.667,0.074660659,0.102637962,-0.17340374,2066845.649,189.482193,113.2380676,-481.5083923,3
2023-02-19T21:11:30.248Z,103,2066845.689,0.673141479,-0.328994751,-0.601928711,2066845.687,0.071736768,0.151108563,-0.222704187,2066845.669,189.4120483,113.6462402,-481.6112061,3
2023-02-19T21:11:30.267Z,104,2066845.709,0.675918579,-0.349807739,-0.614089966,2066845.707,0.051727641,0.151119471,-0.261370093,2066845.688,189.4293518,113.5792847,-481.4781799,3
2023-02-19T21:11:30.287Z,105,2066845.729,0.650772095,-0.354049683,-0.603851318,2066845.727,0.049844787,0.156219691,-0.283097744,2066845.708,189.4509277,113.831955,-481.6183472,3
2023-02-19T21:11:30.308Z,106,2066845.749,0.637130737,-0.35697937,-0.597854614,2066845.747,0.057880875,0.163625941,-0.297165632,2066845.728,189.7144165,113.4989471,-481.3901367,3
2023-02-19T21:11:30.328Z,107,2066845.769,0.639190674,-0.343154907,-0.60559082,2066845.767,0.084781468,0.159212559,-0.357988775,2066845.747,189.6207886,113.8081512,-481.1327515,3
2023-02-19T21:11:30.347Z,108,2066845.789,0.615325928,-0.328567505,-0.593307495,2066845.787,0.123583727,0.218413025,-0.446092248,2066845.767,189.8595886,113.8835907,-481.1924438,3
2023-02-19T21:11:30.367Z,109,2066845.809,0.587493896,-0.309768677,-0.574020386,2066845.807,0.169645756,0.355259031,-0.571527958,2066845.787,189.8879089,113.8874207,-480.9452209,3
2023-02-19T21:11:30.387Z,110,2066845.829,0.585647583,-0.305206299,-0.589416504,2066845.827,0.216206074,0.40061453,-0.619289637,2066845.807,190.0339203,114.2271271,-480.8755798,3
2023-02-19T21:11:30.408Z,111,2066845.849,0.675964355,-0.298751831,-0.624633789,2066845.847,0.236882851,0.236425847,-0.668777525,2066845.826,189.9570313,114.9278564,-480.6974792,3
2023-02-19T21:11:30.427Z,112,2066845.869,0.688354492,-0.286178589,-0.618865967,2066845.867,0.253764898,0.07833688,-0.750322461,2066845.846,190.169754,114.8863373,-480.4840698,3
2023-02-19T21:11:30.448Z,113,2066845.889,0.611038208,-0.272735596,-0.558700562,2066845.887,0.242972702,0.104070745,-0.798257768,2066845.866,190.0664063,115.3742981,-480.3742676,3
2023-02-19T21:11:30.468Z,114,2066845.909,0.557876587,-0.234191895,-0.467498779,2066845.907,0.322837979,0.568745494,-0.96451968,2066845.885,190.1357727,115.752594,-480.3813171,3
2023-02-19T21:11:30.488Z,115,2066845.929,0.616928101,-0.234863281,-0.524383545,2066845.927,0.409199744,0.885154843,-1.105146885,2066845.905,190.2176971,116.3879547,-480.3612061,3
2023-02-19T21:11:30.508Z,116,2066845.949,0.676940918,-0.233612061,-0.561080933,2066845.947,0.561163962,1.006824255,-1.172898531,2066845.925,190.5506287,116.8382568,-479.8153687,3
2023-02-19T21:11:30.528Z,117,2066845.969,0.709762573,-0.19178772,-0.5362854,2066845.967,0.727474928,1.153757334,-1.294489861,2066845.944,190.8395386,117.1460419,-479.1872559,3
2023-02-19T21:11:30.548Z,118,2066845.989,0.6690979,-0.161651611,-0.467605591,2066845.987,0.877758205,1.322130322,-1.455657482,2066845.964,191.1309357,117.7187195,-478.7801819,3
2023-02-19T21:11:30.568Z,119,2066846.009,0.578933716,-0.124542236,-0.347671509,2066846.007,1.113099813,1.900189877,-1.645382166,2066845.984,191.6301727,118.1976929,-478.3026733,3
2023-02-19T21:11:30.588Z,120,2066846.029,0.598693848,-0.090530396,-0.312210083,2066846.027,1.393257499,2.672511339,-1.851156354,2066846.004,191.7511139,118.8519287,-477.3149414,3
2023-02-19T21:11:30.608Z,121,2066846.049,0.704452515,-0.089981079,-0.345108032,2066846.047,1.616130829,3.225000381,-2.037510872,2066846.023,192.5791473,119.6241302,-476.1413574,3
2023-02-19T21:11:30.628Z,122,2066846.069,0.802764893,-0.044265747,-0.321487427,2066846.067,1.848678231,3.696627855,-2.198948145,2066846.043,193.0708618,120.362854,-474.5197144,3
2023-02-19T21:11:30.648Z,123,2066846.089,0.789550781,0.003860474,-0.22088623,2066846.087,2.120799303,4.450292587,-2.368691683,2066846.063,194.1085968,121.2443848,-472.5837402,3
2023-02-19T21:11:30.668Z,124,2066846.109,0.762390137,0.020828247,-0.054931641,2066846.107,2.412531137,5.22738266,-2.494518518,2066846.082,194.8218079,122.2963409,-469.9569092,3
2023-02-19T21:11:30.688Z,125,2066846.129,0.795181274,-0.01399231,0.020629883,2066846.127,2.554554939,6.003827095,-2.574492216,2066846.102,195.6828156,123.3199463,-467.1870728,3
2023-02-19T21:11:30.708Z,126,2066846.149,0.879150391,-0.052719116,0.122894287,2066846.147,2.620046616,6.701852322,-2.572777987,2066846.122,195.7930603,124.7372284,-463.9172974,3
2023-02-19T21:11:30.728Z,127,2066846.169,0.942398071,-0.046783447,0.244140625,2066846.167,2.724268913,7.188694954,-2.532494783,2066846.142,196.1364746,126.4093781,-460.3772278,3
2023-02-19T21:11:30.748Z,128,2066846.189,0.989349365,-0.033096313,0.33203125,2066846.187,2.865261793,7.108974934,-2.284774303,2066846.161,195.5220184,128.2758026,-456.1975708,3
2023-02-19T21:11:30.768Z,129,2066846.209,1.07232666,0.010848999,0.399978638,2066846.207,2.93177557,6.25375843,-2.037825584,2066846.181,194.4356232,129.7576447,-452.2070923,3
2023-02-19T21:11:30.788Z,130,2066846.229,1.1040802,0.051956177,0.450622559,2066846.227,2.929605722,4.791858673,-1.950579047,2066846.201,193.0059967,132.1828308,-448.5687256,3
2023-02-19T21:11:30.808Z,131,2066846.249,0.98197937,0.101974487,0.506484985,2066846.247,2.883008957,3.330003023,-1.977360368,2066846.22,191.0305328,133.6616821,-446.1604614,3
2023-02-19T21:11:30.828Z,132,2066846.269,0.824035645,0.164474487,0.568008423,2066846.267,2.779488564,2.662338495,-1.95165503,2066846.24,189.2899475,135.6332703,-445.0584106,3
2023-02-19T21:11:30.848Z,133,2066846.289,0.734008789,0.284637451,0.596481323,2066846.287,2.783345461,2.485883236,-2.099807739,2066846.26,187.483017,137.4297028,-444.7409668,3
2023-02-19T21:11:30.867Z,134,2066846.309,0.603973389,0.386367798,0.623199463,2066846.307,2.874914408,2.792944193,-2.293957472,2066846.299,183.602829,141.3008728,-445.4282532,3
2023-02-19T21:11:30.888Z,135,2066846.329,0.499359131,0.465087891,0.670928955,2066846.327,2.937782049,3.105330706,-2.348858595,2066846.319,181.6455231,143.2996979,-445.9656372,3
2023-02-19T21:11:30.908Z,136,2066846.349,0.523406982,0.540679932,0.669143677,2066846.347,2.942652702,2.931215048,-2.284156084,2066846.338,179.2962952,144.8062439,-446.4969482,3
2023-02-19T21:11:30.928Z,137,2066846.369,0.544799805,0.635498047,0.662796021,2066846.367,2.899160624,2.297682047,-2.164634943,2066846.358,177.4419098,146.5477448,-447.5371094,3
2023-02-19T21:11:30.948Z,138,2066846.389,0.511779785,0.721878052,0.643280029,2066846.387,2.812331676,1.462326884,-2.155452013,2066846.378,175.0383759,147.7997894,-448.7015991,3
2023-02-19T21:11:30.968Z,139,2066846.409,0.448181152,0.742599487,0.623580933,2066846.407,2.78229785,0.648153484,-2.117520809,2066846.398,173.101181,149.1223907,-450.815918,3
2023-02-19T21:11:30.988Z,140,2066846.429,0.362503052,0.743774414,0.591522217,2066846.427,2.659248352,-0.017397366,-2.023768425,2066846.417,171.167099,149.8888702,-452.5200806,3
2023-02-19T21:11:31.008Z,141,2066846.449,0.282196045,0.758239746,0.585571289,2066846.447,2.366477013,-0.3974078,-1.837700725,2066846.437,169.3189545,150.8735809,-454.998291,3
2023-02-19T21:11:31.028Z,142,2066846.469,0.235992432,0.808425903,0.582199097,2066846.467,2.100505352,-0.66589123,-1.644729376,2066846.457,167.75737,151.5385742,-456.9829407,3
